id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
3678,Herrgärdet vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Herrgärdet vårdcentral
3679,Skinnskatteberg vårdcentral,2 - 4 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Skinnskatteberg vårdcentral
3680,"Virsbodoktorn, Virsbo",1 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Virsbodoktorn, Virsbo"
3681,Kolbäcks familjeläkarenhet,2 - 4 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Kolbäcks familjeläkarenhet
3682,Åbågens Nya Familjeläkarenhet,2 - 4 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Åbågens Nya Familjeläkarenhet
3683,Kungsuddens vårdcentral,2 - 4 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Kungsuddens vårdcentral
3684,Apalby familjeläkarenhet,2 - 4 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Apalby familjeläkarenhet
3685,Servicehälsan  i Västerås,2 - 4 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Servicehälsan  i Västerås
3687,Hemdal vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hemdal vårdcentral
3688,"Mitt hjärta vårdcentral, Fagersta",5 - 7 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Mitt hjärta vårdcentral, Fagersta"
3689,Kungsörs vårdcentral,2 - 4 läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Kungsörs vårdcentral
3690,Ängsgården vårdcentral,5 - 7 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Ängsgården vårdcentral
3691,Sala Väsby vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sala Väsby vårdcentral
3692,Ullvi-Tuna vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ullvi-Tuna vårdcentral
3693,"PRIMA familjeläkarmottagning, Västerås",5 - 7 läkare,56,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"PRIMA familjeläkarmottagning, Västerås"
3695,Skultuna familjeläkarmottagning,2 - 4 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Skultuna familjeläkarmottagning
3696,Mitt Hjärta Vårdcentral Köping,2 - 4 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mitt Hjärta Vårdcentral Köping
3697,Achima Care Sala Vårdcentral,2 - 4 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Achima Care Sala Vårdcentral
3698,"Citypraktiken, Västerås",8 eller fler läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Citypraktiken, Västerås"
3699,"LäkarGruppen, Västerås",5 - 7 läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"LäkarGruppen, Västerås"
3700,Carema Vallby vårdcentral,5 - 7 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vallby vårdcentral
3701,Familjeläkarna Önsta-Gryta,5 - 7 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna Önsta-Gryta
3702,Åbågens vårdcentral AB,2 - 4 läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Åbågens vårdcentral AB
3703,Bäckby vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bäckby vårdcentral
3704,Grindberga Familjeläkarenhet,2 - 4 läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Grindberga Familjeläkarenhet
3705,Kolsva vårdcentral,2 - 4 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kolsva vårdcentral
3706,Norberg vårdcentral,2 - 4 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norberg vårdcentral
3707,Carema Vårdcentral Köping,2 - 4 läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Köping
3708,Hallstahammar vårdcentral,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hallstahammar vårdcentral
3709,Carema vårdcentral Västerås,8 eller fler läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema vårdcentral Västerås
3710,Capio Vårdcentral Västerås City,8 eller fler läkare,56,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Västerås City
3711,Oxbacken familjeläkarmottagning,5 - 7 läkare,56,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Oxbacken familjeläkarmottagning
3712,Byjordens familjeläkarenhet,2 - 4 läkare,56,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Byjordens familjeläkarenhet
3715,"Vårdcentral Norslund-Svärdsjö, mottagning Norslund",8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Norslund-Svärdsjö, mottagning Norslund"
3719,Skogsbo vårdcentral,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Skogsbo vårdcentral
3720,"Vårdcentral Britsarvet-Grycksbo, mottagning Britsarvet",5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,"Vårdcentral Britsarvet-Grycksbo, mottagning Britsarvet"
3726,"Vårdcentral Avesta, Mottagning Horndal",2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Avesta, Mottagning Horndal"
3730,"Vårdcentral Britsarvet-Grycksbo, mottagning Grycksbo",5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Britsarvet-Grycksbo, mottagning Grycksbo"
3731,"Vårdcentral Norslund-Svärdsjö, mottagning Svärdsjö",2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Norslund-Svärdsjö, mottagning Svärdsjö"
3733,Smedjebackens vårdcentral,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Smedjebackens vårdcentral
3736,"Vårdcentral Södra Dalarna, Hedemora",2 - 4 läkare,57,Privat,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,"Vårdcentral Södra Dalarna, Hedemora"
3747,Avesta vårdcentral,8 eller fler läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Avesta vårdcentral
3748,Solsidans vårdcentral,5 - 7 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Solsidans vårdcentral
3750,Krylbo Vårdcentral,2 - 4 läkare,57,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Krylbo Vårdcentral
3751,Carema Bomhus hälsocentral,5 - 7 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Bomhus hälsocentral
3752,Sandviken Södra - din hälsocentral,8 eller fler läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sandviken Södra - din hälsocentral
3753,Hedesunda Färnebo Hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hedesunda Färnebo Hälsocentral
3754,Andersbergs hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Andersbergs hälsocentral
3755,Strömsbro hälsocentral,8 eller fler läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Strömsbro hälsocentral
3756,Linden hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Linden hälsocentral
3757,Oxtorgets Hälsocentral AB,2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Oxtorgets Hälsocentral AB
3758,Harmångers Hälsocentral Hälsingeläkarna AB,2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Harmångers Hälsocentral Hälsingeläkarna AB
3759,Hamrånge  hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hamrånge  hälsocentral
3760,Färnebo hälsocentral,1 läkare,61,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Färnebo hälsocentral
3761,Söderhamnsfjärdens hälsocentral,2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Söderhamnsfjärdens hälsocentral
3762,Söderhamns hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Söderhamns hälsocentral
3763,Färila Los Hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Färila Los Hälsocentral
3764,Södertulls hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Södertulls hälsocentral
3765,Capio Hälsocentral Bomhus,5 - 7 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Hälsocentral Bomhus
3766,Sandviken Norra - Din hälsocentral,8 eller fler läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sandviken Norra - Din hälsocentral
3767,Gävle Strand,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gävle Strand
3768,Ockelbo hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ockelbo hälsocentral
3769,Bergsjö hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bergsjö hälsocentral
3770,Vallhov  hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vallhov  hälsocentral
3771,Ljusdal Ramsjö Hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ljusdal Ramsjö Hälsocentral
3772,Bomhus hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bomhus hälsocentral
3773,Storvik hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Storvik hälsocentral
3774,Arbrå hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Arbrå hälsocentral
3775,Capio Hälsocentral Brynäs,5 - 7 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Hälsocentral Brynäs
3776,Hudiksvalls hälsocentral,8 eller fler läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hudiksvalls hälsocentral
3777,Järvsö hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Järvsö hälsocentral
3778,Ockelbo familjeläkarmottagning,1 läkare,61,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Ockelbo familjeläkarmottagning
3779,Björksätra Hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Björksätra Hälsocentral
3780,"Hälsopartner hälsocentral, Sandviken",2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsopartner hälsocentral, Sandviken"
3781,Friggesund hälsocentral,1 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Friggesund hälsocentral
3782,"E-hälsan, Söderhamn",2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"E-hälsan, Söderhamn"
3783,Iggesunds hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Iggesunds hälsocentral
3784,Torget Hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Torget Hälsocentral
3785,Alfta hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Alfta hälsocentral
3786,Delsbo-Friggesund hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Delsbo-Friggesund hälsocentral
3787,Stortorgets hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Stortorgets hälsocentral
3788,"Varvet hälsocentral, Hudiksvall",5 - 7 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Varvet hälsocentral, Hudiksvall"
3789,Centrum hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Centrum hälsocentral
3790,Valbo hälsocentral,8 eller fler läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Valbo hälsocentral
3791,Carema Hälsocentral Gävle,8 eller fler läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Hälsocentral Gävle
3792,Ljusne hälsocentral,2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ljusne hälsocentral
3793,"Hälsocentral City, Gävle",2 - 4 läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsocentral City, Gävle"
3794,Kilafors hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kilafors hälsocentral
3795,Sätra hälsocentral Gävle,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sätra hälsocentral Gävle
3796,Aleris hälsocentral Voxnadalen,1 läkare,61,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Aleris hälsocentral Voxnadalen
3797,Edsbyns hälsocentral,2 - 4 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Edsbyns hälsocentral
3798,Carema hälsocentral Brynäs,8 eller fler läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema hälsocentral Brynäs
3799,Aleris Hälsocentral  Bollnäs,8 eller fler läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Hälsocentral  Bollnäs
3800,Hofors hälsocentral,5 - 7 läkare,61,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hofors hälsocentral
3801,Capio Hälsocentral Gävle,8 eller fler läkare,61,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Hälsocentral Gävle
3802,Njurunda vårdcentral,5 - 7 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Njurunda vårdcentral
3803,Hälsocentralen Kramfors,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Kramfors
3804,Timrå vårdcentral,5 - 7 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Timrå vårdcentral
3805,Hälsocentralen Centrum Sundsvall,8 eller fler läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Centrum Sundsvall
3806,Hälsocentralen Husum/Trehörningsjö,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Hälsocentralen Husum/Trehörningsjö
3807,Hälsocentralen Ramsele,1 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Ramsele
3808,Hälsocentralen Ankaret,8 eller fler läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Ankaret
3809,"Öviks vårdcentral, Örnsköldsvik",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Öviks vårdcentral, Örnsköldsvik"
3810,Alnö vårdcentral,2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Alnö vårdcentral
3811,Sundsvalls vårdcentral,5 - 7 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sundsvalls vårdcentral
3812,Hälsocentralen Matfors,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Matfors
3813,Hälsocentralen Nacksta,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Nacksta
3814,Hälsocentralen Junsele,1 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Junsele
3815,"Johannesberg vårdcentral, Härnösand",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Johannesberg vårdcentral, Härnösand"
3816,"Sensia Hälsocentral, Sundsvall",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Sensia Hälsocentral, Sundsvall"
3817,Hälsocentralen Nyland,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Hälsocentralen Nyland
3818,Hälsocentralen Liden,1 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Liden
3819,Hälsocentralen Stöde,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Stöde
3820,Hälsocentralen Sollefteå,8 eller fler läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Hälsocentralen Sollefteå
3821,Hälsocentralen Bredbyn,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Bredbyn
3822,Hälsocentralen Gilleberget,5 - 7 läkare,62,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Hälsocentralen Gilleberget
3823,"Ö-viks Vårdcentral, Örnsköldsvik",2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,"Ö-viks Vårdcentral, Örnsköldsvik"
3824,"Öbacka vårdcentral, Härnösand",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,"Öbacka vårdcentral, Härnösand"
3825,Söråker vårdcentral,2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Söråker vårdcentral
3826,"Vårdcentralen Humanresurs, Örnsköldsvik",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Humanresurs, Örnsköldsvik"
3827,Hälsocentralen Själevad,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Själevad
3828,Hälsocentralen Höga Kusten,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Höga Kusten
3829,Hälsocentralen Bjästa,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Bjästa
3830,Hälsocentralen Granlo,5 - 7 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Granlo
3831,"Vårdcentralen Sidsjö, Sundsvall",2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Sidsjö, Sundsvall"
3832,Hälsocentralen Domsjö,5 - 7 läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Domsjö
3833,Hälsocentralen Södra Sundet,8 eller fler läkare,62,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentralen Södra Sundet
3834,Hälsocentralen Ånge,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Ånge
3835,Hälsocentralen Ljustadalen,2 - 4 läkare,62,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hälsocentralen Ljustadalen
3836,"Carema vårdcentral, Kramfors",2 - 4 läkare,62,Privat,Datoriserad växel,Högst 14 dagar,Primärvård,2,,"Carema vårdcentral, Kramfors"
3837,Fränsta vårdcentral,2 - 4 läkare,62,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fränsta vårdcentral
3838,Frösö hälsocentral,8 eller fler läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Frösö hälsocentral
3839,Funäsdalen hälsocentral,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Funäsdalen hälsocentral
3840,Lit Hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Lit Hälsocentral
3841,Stugun hälsocentral,1 läkare,63,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Stugun hälsocentral
3842,Hälsocentral Lugnvik,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentral Lugnvik
3843,Svegs hälsocentral,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Svegs hälsocentral
3844,Hallens vårdcentral,1 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hallens vårdcentral
3845,Föllinge hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Föllinge hälsocentral
3846,Backe hälsocentral,1 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Backe hälsocentral
3847,Myrviken hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Myrviken hälsocentral
3848,"Fjällhälsan Hede, Vemdalen",2 - 4 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Fjällhälsan Hede, Vemdalen"
3849,Hotings hälsocentral,1 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Hotings hälsocentral
3850,Brunflo hälsocentral,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Brunflo hälsocentral
3851,Åre hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Åre hälsocentral
3852,Kälarne hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kälarne hälsocentral
3853,Offerdals hälsocentral,1 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Offerdals hälsocentral
3854,"Nya Närvården, Strömsund-Hoting-Hammerdal",2 - 4 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Nya Närvården, Strömsund-Hoting-Hammerdal"
3855,Strömsunds hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Strömsunds hälsocentral
3856,Zätagränds hälsocentral,8 eller fler läkare,63,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Zätagränds hälsocentral
3857,Järpens hälsocentral,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Järpens hälsocentral
3858,Gäddede hälsocentral,1 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Gäddede hälsocentral
3859,Odensala hälsocentral,8 eller fler läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Odensala hälsocentral
3860,Utrikeshälsan Hammerdal,2 - 4 läkare,63,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Utrikeshälsan Hammerdal
3861,Hammarstrands hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hammarstrands hälsocentral
3862,Svenstaviks hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Svenstaviks hälsocentral
3863,Torvalla hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Torvalla hälsocentral
3864,Hälsocentral Krokom,5 - 7 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsocentral Krokom
3865,Bräcke hälsocentral,2 - 4 läkare,63,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bräcke hälsocentral
3866,Norrlandskliniken hälsocentral,2 - 4 läkare,64,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norrlandskliniken hälsocentral
3867,Bjurholm hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Bjurholm hälsocentral
3868,Husläkarnas Hälsocentralen i Umeå,2 - 4 läkare,64,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Husläkarnas Hälsocentralen i Umeå
3869,Dragonen hälsocentral,8 eller fler läkare,64,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Dragonen hälsocentral
3870,Bureå hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bureå hälsocentral
3871,Byske hälsocentral,2 - 4 läkare,64,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Byske hälsocentral
